time net_usedMbps avg_cpu dram_usedGB net_allocMbps dram_allocGB
1525214951.0226607 10880.0 10.25 17.08589056 32000 161.0612736
1525214952.0291045 880.0 0.0 17.086087168 32000 161.0612736
1525214953.0349946 320.0 0.0 17.086480384 32000 161.0612736
1525214954.0415132 0.0 0.0 17.086480384 32000 161.0612736
1525214955.0474346 240.0 1.75 17.086480384 32000 161.0612736
1525214956.0537562 640.0 2.75 17.056268288 32000 161.0612736
1525214957.0590615 8800.0 20.25 17.122066432 32000 161.0612736
1525214958.0652833 18400.0 44.25 17.230987264 32000 161.0612736
1525214959.0705845 25920.0 48.0 17.361403904 32000 161.0612736
1525214960.077759 31440.0 47.0 17.441488896 32000 161.0612736
1525214961.0837982 18080.0 25.5 17.472421888 32000 161.0612736
1525214962.090841 3760.0 2.5 17.53219072 32000 161.0612736
1525214963.096452 1840.0 4.5 17.611882496 32000 161.0612736
1525214964.1035318 1680.0 9.5 17.64458496 32000 161.0612736
1525214965.109075 2480.0 6.75 17.645961216 32000 161.0612736
1525214966.115927 2720.0 1.5 17.588355072 32000 161.0612736
1525214967.1225808 2240.0 2.0 17.590124544 32000 161.0612736
1525214968.1292133 1280.0 2.5 17.655332864 32000 161.0612736
1525214969.1348932 1440.0 3.5 17.742168064 32000 161.0612736
1525214970.1411703 1440.0 8.0 17.780441088 32000 161.0612736
1525214971.146623 1440.0 7.25 17.813471232 32000 161.0612736
1525214972.1536226 1760.0 2.0 17.952538624 32000 161.0612736
1525214973.1606743 2480.0 2.75 17.971740672 32000 161.0612736
1525214974.1669905 4320.0 5.5 17.973313536 32000 161.0612736
1525214975.173916 4320.0 5.5 17.975476224 32000 161.0612736
1525214976.1801918 1920.0 3.25 17.9257344 32000 161.0612736
1525214977.1873462 1920.0 3.25 17.927176192 32000 161.0612736
1525214978.1935866 1600.0 3.25 17.93294336 32000 161.0612736
1525214979.2004304 1600.0 3.25 17.938907136 32000 161.0612736
1525214980.2072625 1280.0 1.5 17.941069824 32000 161.0612736
1525214981.2140312 1280.0 1.5 17.94244608 32000 161.0612736
1525214982.2206955 3600.0 3.25 17.942839296 32000 161.0612736
1525214983.2275822 3600.0 3.25 17.942839296 32000 161.0612736
1525214984.2340167 2320.0 0.25 17.943232512 32000 161.0612736
1525214985.240896 2320.0 0.25 17.885691904 32000 161.0612736
1525214986.246988 400.0 0.5 17.88608512 32000 161.0612736
1525214987.253839 400.0 0.5 17.886674944 32000 161.0612736
1525214988.2603927 560.0 1.0 17.889492992 32000 161.0612736
1525214989.267212 560.0 1.0 17.894801408 32000 161.0612736
1525214990.2741046 0.0 0.75 17.8978816 32000 161.0612736
1525214991.2810416 0.0 0.75 17.8978816 32000 161.0612736
1525214992.2872438 1360.0 2.0 17.8978816 32000 161.0612736
1525214993.294135 1360.0 2.0 17.834704896 32000 161.0612736
1525214994.3004577 0.0 0.5 17.83627776 32000 161.0612736
1525214995.3072665 0.0 0.5 17.837129728 32000 161.0612736
1525214996.3138716 0.0 0.5 17.8372608 32000 161.0612736
1525214997.3207328 0.0 0.5 17.8372608 32000 161.0612736
1525214998.327021 0.0 0.0 17.837457408 32000 161.0612736
1525214999.3340793 0.0 0.0 17.837654016 32000 161.0612736
1525215000.340506 0.0 0.25 17.837850624 32000 161.0612736
1525215001.347404 0.0 0.25 17.838047232 32000 161.0612736
1525215002.354046 0.0 0.25 0.068943872 32000 161.0612736
1525215003.3610513 0.0 0.25 0.068943872 32000 161.0612736
1525215004.367223 0.0 0.0 0.069730304 32000 161.0612736
1525215005.3741167 0.0 0.0 0.069926912 32000 161.0612736
1525215006.3804867 0.0 0.5 0.070320128 32000 161.0612736
1525215007.3873386 0.0 0.5 0.070713344 32000 161.0612736
1525215008.3940592 0.0 0.0 0.071303168 32000 161.0612736
1525215009.4010165 0.0 0.0 0.071303168 32000 161.0612736
1525215010.4074361 0.0 0.25 0.071696384 32000 161.0612736
1525215011.4143085 0.0 0.25 0.072286208 32000 161.0612736
1525215012.4209652 0.0 0.75 0.07307264 32000 161.0612736
1525215013.4278471 0.0 0.75 0.073269248 32000 161.0612736
1525215014.4342403 0.0 0.25 0.073269248 32000 161.0612736
1525215015.4411213 0.0 0.25 0.073269248 32000 161.0612736
1525215016.4476516 0.0 0.25 0.073465856 32000 161.0612736
1525215017.4548538 0.0 0.25 0.073465856 32000 161.0612736
1525215018.461172 0.0 0.0 0.073465856 32000 161.0612736
1525215019.468016 0.0 0.0 0.073465856 32000 161.0612736
1525215020.4742124 0.0 0.0 0.073465856 32000 161.0612736
1525215021.4812891 0.0 0.0 0.073465856 32000 161.0612736
1525215022.487903 0.0 0.25 0.073662464 32000 161.0612736
1525215023.4949527 0.0 0.25 0.073662464 32000 161.0612736
1525215024.501064 0.0 0.0 0.073859072 32000 161.0612736
1525215025.5079153 0.0 0.0 0.073859072 32000 161.0612736
1525215026.514436 0.0 0.0 0.073859072 32000 161.0612736
1525215027.5212939 0.0 0.0 0.073859072 32000 161.0612736
1525215028.527994 0.0 0.0 0.073859072 32000 161.0612736
1525215029.5348744 0.0 0.0 0.073859072 32000 161.0612736
1525215030.541361 0.0 0.0 0.073859072 32000 161.0612736
1525215031.5482767 0.0 0.0 0.073859072 32000 161.0612736
1525215032.5553098 0.0 0.0 0.073859072 32000 161.0612736
1525215033.5621257 0.0 0.0 0.073859072 32000 161.0612736
1525215034.5689104 0.0 0.5 0.073859072 32000 161.0612736
1525215035.5757673 0.0 0.5 0.073859072 32000 161.0612736
1525215036.582996 0.0 0.25 0.073859072 32000 161.0612736
1525215037.5898902 0.0 0.25 0.073859072 32000 161.0612736
1525215038.5974567 0.0 0.0 0.073859072 32000 161.0612736
1525215039.604385 0.0 0.0 0.073859072 32000 161.0612736
1525215040.611783 0.0 0.0 0.073859072 32000 161.0612736
1525215041.618675 0.0 0.0 0.073859072 32000 161.0612736
1525215042.626433 0.0 0.0 0.073859072 32000 161.0612736
1525215043.6333346 0.0 0.0 0.073859072 32000 161.0612736
1525215044.6412277 0.0 0.25 0.073859072 32000 161.0612736
1525215045.648113 0.0 0.25 0.073859072 32000 161.0612736
1525215046.6557972 0.0 0.75 0.073859072 32000 161.0612736
1525215047.6626399 0.0 0.75 0.073859072 32000 161.0612736
1525215048.6698909 0.0 0.25 0.073859072 32000 161.0612736
1525215049.6770465 0.0 0.25 0.073859072 32000 161.0612736
1525215050.6849782 0.0 0.5 0.073859072 32000 161.0612736
1525215051.6918175 0.0 0.5 0.073859072 32000 161.0612736
1525215052.6990445 0.0 0.0 0.073859072 32000 161.0612736
1525215053.705874 0.0 0.0 0.073859072 32000 161.0612736
1525215054.7134845 0.0 0.0 0.073859072 32000 161.0612736
1525215055.720351 0.0 0.0 0.073859072 32000 161.0612736
1525215056.7277112 0.0 0.75 0.073859072 32000 161.0612736
1525215057.7345715 0.0 0.75 0.073859072 32000 161.0612736
1525215058.7415683 0.0 0.5 0.073859072 32000 161.0612736
1525215059.7483466 0.0 0.5 0.073859072 32000 161.0612736
1525215060.7563474 0.0 0.0 0.073859072 32000 161.0612736
1525215061.763179 0.0 0.0 0.073859072 32000 161.0612736
1525215062.7697132 0.0 0.0 0.073859072 32000 161.0612736
1525215063.776672 0.0 0.0 0.073859072 32000 161.0612736
1525215064.783565 0.0 0.25 0.073859072 32000 161.0612736
1525215065.790696 0.0 0.25 0.073859072 32000 161.0612736
1525215066.796919 0.0 0.5 0.073859072 32000 161.0612736
1525215067.80389 0.0 0.5 0.073859072 32000 161.0612736
1525215068.8101268 0.0 0.0 0.073859072 32000 161.0612736
1525215069.8169413 0.0 0.0 0.073859072 32000 161.0612736
1525215070.8232832 0.0 0.0 0.073859072 32000 161.0612736
1525215071.830246 0.0 0.0 0.073859072 32000 161.0612736
1525215072.8364906 0.0 0.25 0.073859072 32000 161.0612736
1525215073.8434632 0.0 0.25 0.073859072 32000 161.0612736
1525215074.8502939 0.0 0.5 0.073859072 32000 161.0612736
1525215075.8571672 0.0 0.5 0.073859072 32000 161.0612736
1525215076.8638282 0.0 0.25 0.073859072 32000 161.0612736
1525215077.8706641 0.0 0.25 0.073859072 32000 161.0612736
1525215078.8769994 0.0 0.25 0.073859072 32000 161.0612736
1525215079.883813 0.0 0.25 0.073859072 32000 161.0612736
1525215080.890346 0.0 0.0 0.073859072 32000 161.0612736
1525215081.8974986 0.0 0.0 0.073859072 32000 161.0612736
1525215082.9036267 0.0 0.0 0.073859072 32000 161.0612736
1525215083.9104795 0.0 0.0 0.073859072 32000 161.0612736
1525215084.9169314 0.0 0.25 0.073859072 32000 161.0612736
1525215085.9238114 0.0 0.25 0.073859072 32000 161.0612736
1525215086.9304156 0.0 0.75 0.073859072 32000 161.0612736
1525215087.9372697 0.0 0.75 0.073859072 32000 161.0612736
1525215088.9436274 0.0 0.0 0.073859072 32000 161.0612736
1525215089.9504414 0.0 0.0 0.073859072 32000 161.0612736
1525215090.9565542 0.0 0.0 0.073859072 32000 161.0612736
1525215091.9637365 0.0 0.0 0.073859072 32000 161.0612736
1525215092.9701514 0.0 0.5 0.073859072 32000 161.0612736
1525215093.9769547 0.0 0.5 0.073859072 32000 161.0612736
1525215094.9836066 0.0 0.25 0.073859072 32000 161.0612736
1525215095.9900107 0.0 0.25 0.073859072 32000 161.0612736
1525215096.9973884 0.0 0.0 0.073859072 32000 161.0612736
1525215098.0041935 0.0 0.0 0.073859072 32000 161.0612736
1525215099.0102065 0.0 0.0 0.073859072 32000 161.0612736
1525215100.0170245 0.0 0.0 0.073859072 32000 161.0612736
1525215101.0235295 0.0 0.25 0.073859072 32000 161.0612736
1525215102.0303452 0.0 0.25 0.073859072 32000 161.0612736
1525215103.0369675 0.0 0.25 0.073859072 32000 161.0612736
1525215104.0439792 0.0 0.25 0.073859072 32000 161.0612736
1525215105.0506034 0.0 0.5 0.073859072 32000 161.0612736
