time net_usedMbps avg_cpu dram_usedGB net_allocMbps dram_allocGB
1525221663.1953845 8560.0 6.25 17.414094848 32000 197.568495616
1525221664.2018723 10240.0 10.75 17.414160384 32000 197.568495616
1525221665.2085345 9760.0 11.5 17.415471104 32000 197.568495616
1525221666.214785 6720.0 7.75 17.41651968 32000 197.568495616
1525221667.2211993 6080.0 6.5 17.418027008 32000 197.568495616
1525221668.227902 5360.0 3.5 17.418027008 32000 197.568495616
1525221669.2350357 5040.0 3.75 17.418223616 32000 197.568495616
1525221670.2413325 3440.0 4.5 17.418223616 32000 197.568495616
1525221671.2485375 2800.0 3.5 17.418223616 32000 197.568495616
1525221672.2549748 800.0 0.5 17.350524928 32000 197.568495616
1525221673.2630236 400.0 0.5 17.350524928 32000 197.568495616
1525221674.2695708 0.0 2.25 17.350721536 32000 197.568495616
1525221675.2771113 0.0 2.0 17.350721536 32000 197.568495616
1525221676.28386 0.0 0.0 17.350918144 32000 197.568495616
1525221677.2914948 0.0 0.0 17.351114752 32000 197.568495616
1525221678.2977355 0.0 0.25 17.35131136 32000 197.568495616
1525221679.3050075 0.0 0.25 17.352163328 32000 197.568495616
1525221680.311234 0.0 0.25 17.352884224 32000 197.568495616
1525221681.3184314 160.0 1.0 15.076360192 32000 197.568495616
1525221682.3247583 1440.0 2.75 15.076950016 32000 197.568495616
1525221683.3317158 1520.0 2.0 15.076950016 32000 197.568495616
1525221684.3384297 240.0 0.5 15.077998592 32000 197.568495616
1525221685.3451293 0.0 0.75 15.078916096 32000 197.568495616
1525221686.350986 0.0 0.25 15.079702528 32000 197.568495616
1525221687.3574846 0.0 0.0 15.081865216 32000 197.568495616
1525221688.3637588 0.0 0.75 15.082651648 32000 197.568495616
1525221689.3703704 80.0 1.0 15.083241472 32000 197.568495616
1525221690.3763998 1360.0 2.0 15.084814336 32000 197.568495616
1525221691.3823988 1920.0 2.25 15.02117888 32000 197.568495616
1525221692.389102 1760.0 1.0 15.022751744 32000 197.568495616
1525221693.3958368 1200.0 0.5 15.025307648 32000 197.568495616
1525221694.402007 80.0 0.25 15.026487296 32000 197.568495616
1525221695.4085689 0.0 0.25 15.027666944 32000 197.568495616
1525221696.4145832 240.0 1.0 15.028453376 32000 197.568495616
1525221697.4208977 320.0 1.0 15.029239808 32000 197.568495616
1525221698.4273572 160.0 0.5 15.030222848 32000 197.568495616
1525221699.4341836 160.0 0.75 15.030419456 32000 197.568495616
1525221700.4400403 240.0 0.25 14.963376128 32000 197.568495616
1525221701.4466646 160.0 0.0 14.963376128 32000 197.568495616
1525221702.4541588 0.0 0.5 14.963376128 32000 197.568495616
1525221703.460337 0.0 0.5 14.963376128 32000 197.568495616
1525221704.468137 0.0 0.25 14.963376128 32000 197.568495616
1525221705.4744062 0.0 0.25 14.963376128 32000 197.568495616
1525221706.4816227 0.0 0.0 14.963376128 32000 197.568495616
1525221707.4884608 0.0 0.0 14.963376128 32000 197.568495616
1525221708.4944332 0.0 0.0 1.31956736 32000 197.568495616
1525221709.5020695 0.0 0.0 1.31956736 32000 197.568495616
1525221710.5078902 80.0 0.5 1.31956736 32000 197.568495616
1525221711.5143528 320.0 1.0 1.320091648 32000 197.568495616
1525221712.520308 880.0 1.0 1.3205504 32000 197.568495616
1525221713.5266008 800.0 0.5 1.3205504 32000 197.568495616
1525221714.5333252 560.0 1.0 1.3205504 32000 197.568495616
1525221715.5398393 560.0 1.25 1.3205504 32000 197.568495616
1525221716.545915 1280.0 1.5 1.3205504 32000 197.568495616
1525221717.5525017 1920.0 3.5 1.3205504 32000 197.568495616
1525221718.5586607 3120.0 3.75 1.3205504 32000 197.568495616
1525221719.565004 2800.0 1.5 1.3205504 32000 197.568495616
1525221720.5713549 1920.0 0.75 1.262092288 32000 197.568495616
1525221721.5777376 1600.0 1.0 1.262485504 32000 197.568495616
1525221722.5843332 320.0 1.0 1.26287872 32000 197.568495616
1525221723.590873 320.0 1.0 1.26287872 32000 197.568495616
1525221724.5970588 640.0 1.25 1.26287872 32000 197.568495616
1525221725.6031744 560.0 1.5 1.26287872 32000 197.568495616
1525221726.6098883 320.0 1.25 1.263075328 32000 197.568495616
1525221727.616697 240.0 0.75 1.263075328 32000 197.568495616
1525221728.6232154 0.0 0.5 1.263075328 32000 197.568495616
1525221729.6298072 0.0 0.5 1.263271936 32000 197.568495616
1525221730.635738 0.0 0.25 1.200881664 32000 197.568495616
1525221731.6421194 0.0 0.5 1.200881664 32000 197.568495616
1525221732.6481638 0.0 0.75 1.200881664 32000 197.568495616
1525221733.6546757 0.0 0.5 1.200881664 32000 197.568495616
1525221734.6608906 0.0 0.25 1.200881664 32000 197.568495616
1525221735.667016 0.0 0.25 0.07012352 32000 197.568495616
1525221736.6734214 0.0 0.0 0.07012352 32000 197.568495616
1525221737.6805685 0.0 0.0 0.07012352 32000 197.568495616
1525221738.6871579 0.0 0.25 0.070320128 32000 197.568495616
1525221739.6940184 0.0 0.25 0.070320128 32000 197.568495616
1525221740.700064 0.0 0.0 0.070385664 32000 197.568495616
1525221741.7064211 0.0 0.0 0.070713344 32000 197.568495616
1525221742.7129865 0.0 0.0 0.070909952 32000 197.568495616
1525221743.7198482 0.0 0.0 0.07110656 32000 197.568495616
1525221744.7265427 0.0 0.25 0.07110656 32000 197.568495616
1525221745.7331817 0.0 0.25 0.07110656 32000 197.568495616
1525221746.7401788 0.0 0.5 0.071303168 32000 197.568495616
1525221747.7465699 0.0 0.5 0.072482816 32000 197.568495616
1525221748.75384 0.0 0.25 0.072679424 32000 197.568495616
1525221749.7601075 0.0 0.25 0.07307264 32000 197.568495616
1525221750.766466 0.0 0.0 0.073465856 32000 197.568495616
1525221751.772606 0.0 0.0 0.073465856 32000 197.568495616
1525221752.779142 0.0 0.25 0.073465856 32000 197.568495616
